Sequencial;Sequencial_Reposta;Resposta;Aluno;Pergunta;Resposta2;NívelRubrica
4825;4825;4825;260;4;Para se proteger de doenças;3
4827;4827;4827;260;8;Para expressar oque a pessoa fala;2
4826;4826;4826;260;9;É um vírus que pode causar paralisia nas pessoas;2
4828;4828;4828;260;10;O medo acabou e a campanha foi um sucesso;2
4829;4829;4829;260;12;O fato é que Darlan virou nome de prédio e opinião aqui sou uma pessoa ilustre;2
4830;4830;4830;260;14;Informal;1
4816;4816;4816;260;19;Que ele que enventou.;2
4817;4817;4817;260;23;Ficar com muito medo .;3
4818;4818;4818;260;24;As propagandas eram assustadoras;3
4820;4820;4820;260;29;Em 1986;3
4821;4821;4821;260;31;Porque ainda não tinha um nome;3
4822;4822;4822;260;33;Através de um concurso;3
4823;4823;4823;260;35;Porque mais de 10 mil cartas sugeriram o nome Zé Gotinha;3
4831;4831;4831;261;1;e opigode vasina;1
4840;4840;4840;261;2;/ em branco;1
4835;4835;4835;261;3;para aviza que tei que tei que torrmarrasina;2
4841;4841;4841;261;4;/ em branco;1
4843;4843;4843;261;8;/ em branco;1
4842;4842;4842;261;9;/ em branco;1
4844;4844;4844;261;10;/ em branco;1
4845;4845;4845;261;12;/ em branco;1
4846;4846;4846;261;14;/ em branco;1
4832;4832;4832;261;19;ela que e veto opesonage de gota;2
4833;4833;4833;261;23;medo da vasina;1
4834;4834;4834;261;24;/ apagou a resposta;1
4836;4836;4836;261;29;/ apagou a resposta;1
4837;4837;4837;261;31;/ em branco;1
4838;4838;4838;261;33;/ em branco;1
4839;4839;4839;261;35;/ em branco;1
4847;4847;4847;262;1;Zé Gotinha foi criado por Darlan Rosa e representa as gotinhas da vacina da doença Poliomielite.;2
4856;4856;4856;262;2;Através de um sorteio.;3
4851;4851;4851;262;3;Encorajar as crianças a se vacinar.;3
4857;4857;4857;262;4;É preciso tomar a vacina para se proteger ou se prevenir contra os efeitos de qualquer doença.;2
4859;4859;4859;262;8;As aspas são usadas em vários trechos deste texto para dar ênfase em certas partes do assunto tratado no mesmo.;1
4858;4858;4858;262;9;É uma doença que causa paralisia em crianças.;3
4860;4860;4860;262;10;"A expressão ""barreira dos medos"" significa os obstáculos adquiridos pelo medo. E a expressão ""deslanchou"" significa que foi um sucesso, ou que se expandiu positivamente.";3
4861;4861;4861;262;12;Fato: Darlan virou até nome de prédio residencial na cidade.;3
4862;4862;4862;262;14;O texto é informal, pois ele usa da espontaneidade para se referir sobre certos assuntos.;1
4848;4848;4848;262;19;Pai e criador de Zé Gotinha.;3
4849;4849;4849;262;23;Morrer de medo nesse fragmento, significa que a pessoa precisava ficar com muito medo de qualquer assunto sobre doenças, que achasse que fosse morrer, para que jamais deixasse de ir ao posto se vacinar.;3
4850;4850;4850;262;24;As propagandas eram assustadoras.;3
4852;4852;4852;262;29;Em 1986.;3
4853;4853;4853;262;31;Pq ela ainda não tinha nome.;3
4854;4854;4854;262;33;Através de um concurso, que convidou todos os brasileiros a mandarem sugestões.;3
4855;4855;4855;262;35;Pq foram recebidas mais de 10 mil cartas dizendo que o nome deveria ser Zé Gotinha.;3
4863;4863;4863;263;1;Mascote do posto de saudé;2
4872;4872;4872;263;2;Pelo um sorteio;3
4867;4867;4867;263;3;Para a vacinação;1
4873;4873;4873;263;4;Para no ficar doente;3
4875;4875;4875;263;8;Desdacar certa parte do texto;1
4874;4874;4874;263;9;Paralisia infantil;3
4876;4876;4876;263;10;O Zé Gotinha arrancou o medo das crianças;1
4877;4877;4877;263;12;Darlan virou até nome de predio residencial na cidade;3
4878;4878;4878;263;14;Informal. Por que não tem saudação e nome e local;1
4864;4864;4864;263;19;Pai;2
4865;4865;4865;263;23;Muito medo;3
4866;4866;4866;263;24;Ele chorando por que não tinha nome;1
4868;4868;4868;263;29;1986;3
4869;4869;4869;263;31;Por que ele não tinha nome;3
4870;4870;4870;263;33;Pelas cartas;2
4871;4871;4871;263;35;Por causa das cartas;2
4879;4879;4879;264;1;Zé gotinha e um personagem criado por darlan rosa.;2
4888;4888;4888;264;2;"Eles organizarão um sorteio e um menino do distrito federal
ganhor.";3
4883;4883;4883;264;3;"A ideia era que alguém parte passasse coragem para quem tinha que
se vacinar.";3
4889;4889;4889;264;4;"Para você não morer e nem prejudicar sua
saúde.";2
4891;4891;4891;264;8;Ele está escrevendo oque o ja foi falado.;2
4890;4890;4890;264;9;E uma duença que causa parasitas nas crianças.;3
4892;4892;4892;264;10;Que acabou o medo que foi embora.;2
4893;4893;4893;264;12;"""darlan virou até nome de prédio residencial na cidade"".";3
4894;4894;4894;264;14;E formal.;2
4880;4880;4880;264;19;Darlan rosa é o criador douzé getinha.;3
4881;4881;4881;264;23;morrer de medo significa ter muito de morrer.;1
4882;4882;4882;264;24;Ela erão de dar medo nas pessoas.;3
4884;4884;4884;264;29;Foi criado em 1986.;3
4885;4885;4885;264;31;Porque ela não tinha um nome.;3
4886;4886;4886;264;33;Porque 10 nil pessoas escolherão zé gotinha.;1
4887;4887;4887;264;35;Porque a maioria das pessoas escolherão zé gotinha.;2
4895;4895;4895;265;1;É a mascote da vacina;2
4904;4904;4904;265;2;Eles fizeram um prêmio e um menino la do Distrito Federal levou o prêmio;1
4899;4899;4899;265;3;De tira o medo das criança de tomar vacina para não ficar doente;3
4905;4905;4905;265;4;Para não pegar doenças;3
4907;4907;4907;265;8;Para citações ou destacar a palavra .;1
4906;4906;4906;265;9;É uma doença que da uma paralisia nas crianças;3
4908;4908;4908;265;10;A barreira significa que seu medo ainda não acabou deslanchar significa se por em marcha;2
4909;4909;4909;265;12;Darlan fica feliz de ter seu nome em um prédio;1
4910;4910;4910;265;14;Essa linguagem é informal;1
4896;4896;4896;265;19;Deles incentivarem as crianças tomarem a vacina;1
4897;4897;4897;265;23;Não ter coragem de nada;1
4898;4898;4898;265;24;Eram bem assustadoras;3
4900;4900;4900;265;29;Foi criada em 1986;3
4901;4901;4901;265;31;Ele ainda não tinha um nome .;3
4902;4902;4902;265;33;As pessoas foram mandando cartas pro nome dele ser esse;2
4903;4903;4903;265;35;Porque tinha mais de 10 mil cartas com o nome dele e com outros nomes;3
4911;4911;4911;266;1;É O PERSONAGEM DA VASINA;2
4920;4920;4920;266;2;UM COCURSO;1
4915;4915;4915;266;3;ERA TIRAR O MEDO;2
4921;4921;4921;266;4;PRA NÃO FICA DOENTE;3
4923;4923;4923;266;8;NÃO ENTENDI;1
4922;4922;4922;266;9;UMA DOEMSA;2
4924;4924;4924;266;10;DEU CERTO;2
4925;4925;4925;266;12;SOU UMA PESSOA;1
4926;4926;4926;266;14;INFORMAL;1
4912;4912;4912;266;19;Pai do personagem;2
4913;4913;4913;266;23;BASTANTE MEDO;3
4914;4914;4914;266;24;PELA TV;1
4916;4916;4916;266;29;1986;3
4917;4917;4917;266;31;POR QUE NÃO TINHA NOME;3
4918;4918;4918;266;33;PASSA CORAGEM PRA QUE TINHA QUE VASINA;1
4919;4919;4919;266;35;POR QUE A VASINA ERA GOTINHA;1
4927;4927;4927;267;1;Zé gotinha é um personagen criado para tirar o medo de tomacem vacina das crianças .;3
4936;4936;4936;267;2;Foi escolhido atraves de um sorteio .;3
4931;4931;4931;267;3;Fazer que as crianças entender que importante tomar vacina.;2
4937;4937;4937;267;4;Para que agente não pegue alguma doença.;2
4939;4939;4939;267;8;Pra destaca uma frase .;1
4938;4938;4938;267;9;Doença que causou paralisia na crianças.;3
4940;4940;4940;267;10;O sentido de Barreira dos medos é era um medo que ficava preso e significado de deslanchou e que deu muito certo.;2
4941;4941;4941;267;12;Darlan virou ate nome de predio .;2
4942;4942;4942;267;14;A linguagem desse texto formal.;2
4928;4928;4928;267;19;Foi ele que crio o zé gotinha.;3
4929;4929;4929;267;23;Significa ter muito muito medo .;3
4930;4930;4930;267;24;Eram assustador .;3
4932;4932;4932;267;29;Ela foi criada á 35 anos atras.;3
4933;4933;4933;267;31;Porque ele estava triste porque ele não tinha um nome .;3
4934;4934;4934;267;33;Foi feito em um concurso .;3
4935;4935;4935;267;35;Porque 10 mil pessoas escolheram esse nome .;3
4943;4943;4943;268;1;Uma representação da vacina em si.;2
4952;4952;4952;268;2;Fizeram um sorteio.;3
4947;4947;4947;268;3;A ideia era que alguém forte passasse coragem para quem tinha que se vacinar.;3
4953;4953;4953;268;4;Para não tránsmitir doenças e nem pegar.;3
4955;4955;4955;268;8;Serve para mostrar que o Darlan Rosa estava falando ou explicando.;3
4954;4954;4954;268;9;E uma doença que causa paralisia nas crianças.;3
4956;4956;4956;268;10;Acabou o medo, e obiter sucesso.;3
4957;4957;4957;268;12;"Darlan virou até nome de prédio residencial na cidade. ""Aqui, sou uma pessoa famosa, brinca"".";1
4958;4958;4958;268;14;Informal. Porque é uma linguagem que uzamos no dia a dia uma linguagem não e dificiol de intender.;1
4944;4944;4944;268;19;"Darlan Rosa é o ""pai"" do personagem, ou seja quem criou.";3
4945;4945;4945;268;23;Fazer a pessoa ficar com muito medo.;3
4946;4946;4946;268;24;Propagandas assustadoras passavam na televisão.;3
4948;4948;4948;268;29;A mascote Zé Gotinha foi criada em 1986.;3
4949;4949;4949;268;31;Porquê ainda não tinha nome.;3
4950;4950;4950;268;33;Eles fizeram um sorteio, pediram para mandar cârtas de nomes.;1
4951;4951;4951;268;35;Porque mais de 10 mil pessoas escolheram Zé Gotinha.;3
4959;4959;4959;269;1;Zé gotinha é um personagem criado por Darlan Rosa. O Zé Gotinha foi criado em 1986 , com a ideia que alguem forte passase coragem para quem tinha que se vacinar .;3
4968;4968;4968;269;2;Por Sorteio .;3
4963;4963;4963;269;3;Passar coragem para quem tinha que se vacinar .;3
4969;4969;4969;269;4;Para se previnir de doenças .;3
4971;4971;4971;269;8;Para citar o que Darlan Rosa disse .;3
4970;4970;4970;269;9;É uma doença que causa paralisia nas crianças.;3
4972;4972;4972;269;10;Barreira dos medos : o medo impedia as crianças de vacinar . Deslanchou : avançou.;3
4973;4973;4973;269;12;""" Darlan virou até nome de predio resedencial na cidade "".";3
4974;4974;4974;269;14;Formal , pois o texto se usa a linguagem formal.;2
4960;4960;4960;269;19;Darlan rosa criou o zé gotinha .;3
4961;4961;4961;269;23;Ficar com muito medo;3
4962;4962;4962;269;24;Assustadoras.;3
4964;4964;4964;269;29;1986;3
4965;4965;4965;269;31;Porque ainda não tinha um nome.;3
4966;4966;4966;269;33;Por varias sugestões de nomes .;2
4967;4967;4967;269;35;Porque mais de 10 mil cartassugeriam o nome zé gotinha.;3
4975;4975;4975;270;1;O Zé gotinha é uma gotinha de vacina;1
4984;4984;4984;270;2;Eu não sei;1
4979;4979;4979;270;3;Ajudar as pessoas;1
4985;4985;4985;270;4;Pra não pegar doença;3
4987;4987;4987;270;8;Para alertar as pessoas;1
4986;4986;4986;270;9;É uma doença;2
4988;4988;4988;270;10;Que a barreia de medos da vacina desabou;1
4989;4989;4989;270;12;Eu n faço a mínima ideia;1
4990;4990;4990;270;14;Acho que é formal;1
4976;4976;4976;270;19;Eles são amigos;1
4977;4977;4977;270;23;Morrer de medo é quando vc tem muito medo mesmo daquela coisa;3
4978;4978;4978;270;24;Eu nunca vi;1
4980;4980;4980;270;29;Foi em 1986;3
4981;4981;4981;270;31;Porque ele tinha muito medo de vacina;1
4982;4982;4982;270;33;Eu não faço ideia;1
4983;4983;4983;270;35;Acho que foi por causa da vacina dos bebês que eles tinham que tomar a vacina na boca que era de gotinha;1
4991;4991;4991;271;1;O Zé Gotinha a ideia era que alguem forte passasse coragem para quem tinha que se vacinar;2
5000;5000;5000;271;2;Um menino do Distrito Federal levou o premio;1
4995;4995;4995;271;3;A ideia era que algém forte passasse coragem para quem tinha que se vacinar;3
5001;5001;5001;271;4;Para não pegar um doença;3
5003;5003;5003;271;8;Destacar as palavras;1
5002;5002;5002;271;9;E uma doença que causa paralisia;2
5004;5004;5004;271;10;As crianças não tem mais medo de tomar a vacinação;1
5005;5005;5005;271;12;Darlan virou até nome de predio residencial na cidade;3
5006;5006;5006;271;14;Formal Justifique Porque e uma noticia;2
4992;4992;4992;271;19;Primeiro esboço de Zé Gotinha personagem criado por Darlan Rosa.;1
4993;4993;4993;271;23;Morrer de medo e ficar com muito medo de vacina;2
4994;4994;4994;271;24;Propaganda assustadora;3
4996;4996;4996;271;29;Ele foi criada 1986;3
4997;4997;4997;271;31;Porque ele não tinha nome;3
4998;4998;4998;271;33;Os Brasileiros mandar sugestões de nomes para o mascote da vacina;2
4999;4999;4999;271;35;Organizadores entenderam que todos votou do nome Zé Gotinha;1
5007;5007;5007;272;1;Ele era uma representação da vacina em gotas mais anos depois ele ficou mais um mascote;2
5016;5016;5016;272;2;A pessoa que desse o nome mais criatevo ia levar o premio;1
5011;5011;5011;272;3;A dar coragem as crianças a tomar vacina;3
5017;5017;5017;272;4;para não ganhar doencias;3
5019;5019;5019;272;8;Para as pessoas vacinarem;1
5018;5018;5018;272;9;E uma gota;1
5020;5020;5020;272;10;Que as pessoas acabarão com o medo de tomar vacina;2
5021;5021;5021;272;12;Aqui, sou uma pessoa ilustre,;1
5022;5022;5022;272;14;Informal, porque nesse texto fala o porque e importante tomar vacina.;1
5008;5008;5008;272;19;Ela criou o Ze Gotinha para ser o representação da vacina em gotas mais ele virou famosa e ela e muito orgulhosa dele;2
5009;5009;5009;272;23;Ter muito medo da vacina;2
5010;5010;5010;272;24;Eram assustadoras e dava muito medo;3
5012;5012;5012;272;29;Foi criado pela Darlan Rosa em 1986;3
5013;5013;5013;272;31;Porque ele ainda não tinha um nome;3
5014;5014;5014;272;33;A criadora Darlan Rosa mandou convites para tudo o mundo dar uma ideia de nomes para o mascote;2
5015;5015;5015;272;35;Porque uma pessoa que ganhou o convite de essa sugestão;1
5023;5023;5023;273;1;um personagem criado por Darlan Rosa;2
5032;5032;5032;273;2;com um sorteio;3
5027;5027;5027;273;3;tirar o medo das crianças de tomar vacina;3
5033;5033;5033;273;4;para não ficar doente;3
5035;5035;5035;273;8;para indicar oque o Darlan Rosa falou;3
5034;5034;5034;273;9;uma doença que causa paralisia nas crianças;3
5036;5036;5036;273;10;barreira dos medos: como se tivesse uma parede te impedindo de fazer algo que tem medos.            Deslanchou: fez muito sucesso.;3
5037;5037;5037;273;12;Darlan virou até nome de prédio residencial na cidade.;3
5038;5038;5038;273;14;Formal.Porque usa uma linguagem formal.;2
5024;5024;5024;273;19;De pai : O criador do desenho;3
5025;5025;5025;273;23;ter muito medo de algo;3
5026;5026;5026;273;24;assustadoras;3
5028;5028;5028;273;29;ele foi criado em 1986;3
5029;5029;5029;273;31;porque não tinha nome;3
5030;5030;5030;273;33;com um concurso;3
5031;5031;5031;273;35;por causa da quantidade de cartas envidas com o nome zé gotinha;3
5039;5039;5039;274;1;Um personagem;2
5048;5048;5048;274;2;Em uma votação;1
5043;5043;5043;274;3;Tirar medo da vacina;3
5049;5049;5049;274;4;Para previnir doenças;3
5051;5051;5051;274;8;Serve para informar oque feito;1
5050;5050;5050;274;9;Qual quer inflamação substancia cinza da medula espinhal;1
5052;5052;5052;274;10;Significa que as crianças perderam o medo e a campanha foi um sucesso;2
5053;5053;5053;274;12;Darlan virou até nome de predio residencial;3
5054;5054;5054;274;14;Formal;2
5040;5040;5040;274;19;Darlan e o pai do Zé Gotinha;2
5041;5041;5041;274;23;Significa que todos tinham que ficar comedo para tomar a vacina;1
5042;5042;5042;274;24;Eram assutadoras;3
5044;5044;5044;274;29;Ele foi criado em 1986;3
5045;5045;5045;274;31;Por quê não tinha um nome;3
5046;5046;5046;274;33;Eveiando cartas;2
5047;5047;5047;274;35;Por que era nome mais escolido;2
5055;5055;5055;275;1;E um personagem imaginario de posto de saude onde converse as crianças a tomar vacina e com isso alegra as crianças sem medo da vacina;3
5064;5064;5064;275;2;Foi feito um sorteio para escolha o vencedor;3
5059;5059;5059;275;3;Fazer todo tomarem vacina mesmo sabendo que algumas pessoas tem medo de agulha;2
5065;5065;5065;275;4;Para evitar a doença e a contaminação;3
5067;5067;5067;275;8;Para uma explicação de uma palavra por isso aspas e obrigatório ´´só e texto e techo´´;2
5066;5066;5066;275;9;E uma alergia de pó + espirro onde deixa a pesso espirando;1
5068;5068;5068;275;10;1 que os medos acabaram ´´no caso o medo da vacina´´ 2 que a campanha ´´funsonou-arrasou´´;2
5069;5069;5069;275;12;Que a pessoa que colocou o nome de Darlan fez so uma brincadeira como nome dele;1
5070;5070;5070;275;14;E formal Por explica uma informação importante e urgente com que acontece ainda em dia com as crianças em dia;2
5056;5056;5056;275;19;Parece um amor muito grande Darlan parece gostar muito do Ze Gotinha;1
5057;5057;5057;275;23;Ficar com muito medo e fazer como se fosse morre;3
5058;5058;5058;275;24;Chorando em um cantinho porque ele não tinha um nome;1
5060;5060;5060;275;29;Ele foi criado em 1986 no caso Ze Gotinha teria 74 anos de existencia;2
5061;5061;5061;275;31;Porque ele queria ter um nome para fazer mais sucesso;3
5062;5062;5062;275;33;Por cartas no total de 10 mil cartas que chegaram de caminhao;2
5063;5063;5063;275;35;Porque ele ganhou o premio para a escolha do nome;1
5071;5071;5071;276;1;Era que alguém forte passasse coragem para quem tinha que se vacinar.;1
5080;5080;5080;276;2;Foi feito um sorteio. Um menino do destrito federal levou o premio.;3
5075;5075;5075;276;3;As criança começaram a querer ir ao posto de vacinação.;3
5081;5081;5081;276;4;Por que e importante tomar vacina para não pegar doensa e nem ficar doente.;3
5083;5083;5083;276;8;Normalmente o uso das aspar e feito quando o outor da redação tem a intenção de exprimir ironia ou destacar uma frase uo expressão que não são usadar diariamente.;1
5082;5082;5082;276;9;É um virus que pode causar paralisia, facilmente evitavel por vacinação contra a poliomielite.;3
5084;5084;5084;276;10;Que o medo acabou e as crianças comesaram a ir tomar vacina.;3
5085;5085;5085;276;12;Aqui sou uma pessoa ilustre.;1
5086;5086;5086;276;14;Formal e que não deixa duvidas em relação ao texto;1
5072;5072;5072;276;19;É o pai do Zé gotinha.;2
5073;5073;5073;276;23;Porque na hora de tomar vacina as crianças tinha medo;1
5074;5074;5074;276;24;Ele aparecia em um comercial chorando sentado em um cantinho.;1
5076;5076;5076;276;29;Em 1986;3
5077;5077;5077;276;31;Que estava triste justamente por ainda não ter um nome.;3
5078;5078;5078;276;33;Darlan lembra que mais de 10 mil cartas sugeriram o nome ze gotinha;1
5079;5079;5079;276;35;Os organizadores entenderam que o nome seria este e , para escolher só um vencedor.;1
5087;5087;5087;277;1;Um personagem que nao existe;1
5096;5096;5096;277;2;Por causa das cartas;1
5091;5091;5091;277;3;Para as crianças não terem medo da vacina;3
5097;5097;5097;277;4;Para agente não pegar doenças;3
5099;5099;5099;277;8;Para as falas;2
5098;5098;5098;277;9;Uma gota de um medicamento;1
5100;5100;5100;277;10;Pq eles tinham muito medo;1
5101;5101;5101;277;12;Darlan virou ate nome de prédio residencial na cidade;3
5102;5102;5102;277;14;Informal;1
5088;5088;5088;277;19;Boa;1
5089;5089;5089;277;23;Ter muito medo de vacina;2
5090;5090;5090;277;24;Com todo o terror, (querendo assustar todos );3
5092;5092;5092;277;29;1986;3
5093;5093;5093;277;31;Porque ele não tinha nome nessa época;3
5094;5094;5094;277;33;Por conta da vacina;1
5095;5095;5095;277;35;Para as crianças não temerem de medo;1
5103;5103;5103;278;1;deixa que eu leio sozinho.;1
5112;5112;5112;278;2;as pessoas mandaro cartas para um comcuso e um sorteio.;2
5107;5107;5107;278;3;que todos toma a vacina do coviti.;1
5113;5113;5113;278;4;É psra não fica donheti.;2
5115;5115;5115;278;8;para chama ateço.;1
5114;5114;5114;278;9;É uma doença que causa paralisia nas crianças.;3
5116;5116;5116;278;10;as crianças não tinha mas medo e tudo deu serto.;2
5117;5117;5117;278;12;barlan virou até nome de predio residencial na cidade.;3
5118;5118;5118;278;14;formal. por que;2
5104;5104;5104;278;19;criado para espalhar coragem, zé gotinha nasceu há 35 anos.;1
5105;5105;5105;278;23;te muito medo.;3
5106;5106;5106;278;24;"ze gotinha não naceú como o mascote que e hoje, mas sim como uma
represetacão da vacina en si.";1
5108;5108;5108;278;29;zé gotinha naceú há 35 anos.;3
5109;5109;5109;278;31;choraram para toma injecão na hora da vacina.;1
5110;5110;5110;278;33;a traves o comcuso.;2
5111;5111;5111;278;35;para as pessoa não fica com medo.;1
5119;5119;5119;279;1;um personagem criado para incentivar as crianças a tomarem vacina;3
5128;5128;5128;279;2;Foi feito um sorteio;3
5123;5123;5123;279;3;Incentivar as pessoas a tomarem vacina;3
5129;5129;5129;279;4;Para não pegar as doeças;3
5131;5131;5131;279;8;"ele sua esse recurso para 2 sentidos, o sentido figurado quando ele fala ""pai"" e o outro citação quando ele pega a fala do Darla Rosa e coloca literalmente na reportagem";3
5130;5130;5130;279;9;Doença que causa paralisia nas crianças;3
5132;5132;5132;279;10;que foi quebrada a ideia que a vacinação tinha que ser algo assustador e que a campanha foi um sucesso;3
5133;5133;5133;279;12;Darlan virou ate nome de prédio residencial na cidade;3
5134;5134;5134;279;14;Informal.O jeito descontraído que ele fala e os sentidos figurados;1
5120;5120;5120;279;19;o criador do personagem Ze Gotinha;3
5121;5121;5121;279;23;Sentir grande medo de doença;3
5122;5122;5122;279;24;Assustadoras;3
5124;5124;5124;279;29;1986;3
5125;5125;5125;279;31;Porque ele ainda não tinha um nome;3
5126;5126;5126;279;33;Um concurso convidou a todos os brasileiros a mandarem cartas de sugestões de nomes;3
5127;5127;5127;279;35;Porque chegaram varios cartas com o mesmo nome;2
5135;5135;5135;280;1;Zé gotinha e um personagem que Darlan Rosa en inventou para tirar o medo das pessoas .;2
5144;5144;5144;280;2;Foi feito um sorteio .;3
5139;5139;5139;280;3;Fazer as pessoas não ter medo .;2
5145;5145;5145;280;4;Para não ficar doende.;2
5147;5147;5147;280;8;E para fala uma coisa e pante .;1
5146;5146;5146;280;9;E um doença que causa paralisia nas criança desde 1994 não circula mais no Brasil.;3
5148;5148;5148;280;10;O medo da vacina tinha acabado purílí a campanha tinha a cabado porque não linha medo mais .;1
5149;5149;5149;280;12;Fato: Darlan virou ate nome de predio residencial na cidade . Opinião : brincar .;3
5150;5150;5150;280;14;Sem linguagem bonita , sem linguagem feia .;1
5136;5136;5136;280;19;Ela en vento essa e relacação.;3
5137;5137;5137;280;23;Morrer de medo significa quando você tem medo de.;2
5138;5138;5138;280;24;Ele chorando sentado en um gatinho.;1
5140;5140;5140;280;29;No ano 1986.;3
5141;5141;5141;280;31;Que ele não tinha um nome .;3
5142;5142;5142;280;33;En un concurso .;3
5143;5143;5143;280;35;Porque .;1
5151;5151;5151;281;1;Ze gotinha e  uma capanha do virus;1
5160;5160;5160;281;2;.;1
5155;5155;5155;281;3;Pra vacinação  contra a gripe;1
5161;5161;5161;281;4;Pra melhorar  e ficar bem e se proteger sa gripe;1
5163;5163;5163;281;8;E um ,texto significativo sobre a doença gripes e de crianças;1
5162;5162;5162;281;9;Poliomielite e uma doença e paralizia infantil;3
5164;5164;5164;281;10;E o ze gotinua ajudo  muito;1
5165;5165;5165;281;12;Darlan virou ate nome de padarias;1
5166;5166;5166;281;14;E um texto formal;2
5152;5152;5152;281;19;Ele foi criado pelo Darlan Rosa pra canpanha de vacinação;3
5153;5153;5153;281;23;Morrer pelo  algum vírus por alguém machucado Que dói muito;1
5154;5154;5154;281;24;Não  sei;1
5156;5156;5156;281;29;Em 1980;1
5157;5157;5157;281;31;Não sei?;1
5158;5158;5158;281;33;Ze gotinha;1
5159;5159;5159;281;35;Pq e o nome bonito;1
5167;5167;5167;282;1;Darlan Rosa;1
5185;5185;5185;282;2;Sorteio;3
5175;5175;5175;282;3;Passa coragem;2
5187;5187;5187;282;4;Pra não ficar doente;3
5191;5191;5191;282;8;Gênero;1
5189;5189;5189;282;9;Uma doença;2
5193;5193;5193;282;10;Doença e sucesso;2
5195;5195;5195;282;12;Ele era muito importante;1
5197;5197;5197;282;14;Formal e verdadeira;2
5169;5169;5169;282;19;Foi quem inventou esse personagem;3
5171;5171;5171;282;23;Ficar doente e uma coisa chata;1
5173;5173;5173;282;24;Era assustadora;3
5177;5177;5177;282;29;1986;3
5179;5179;5179;282;31;Por não ter um nome;3
5181;5181;5181;282;33;Sugestões de todos os brasileiros;1
5183;5183;5183;282;35;Foram através de cartas;1
5168;5168;5168;283;1;Uma criança;1
5186;5186;5186;283;2;Por um sorteio;3
5176;5176;5176;283;3;Da coragem;2
5188;5188;5188;283;4;Pra ser previnir contra doenças;3
5192;5192;5192;283;8;Partes. Importante;1
5190;5190;5190;283;9;Uma doença;2
5194;5194;5194;283;10;Importante;1
5196;5196;5196;283;12;Famoso;1
5198;5198;5198;283;14;Formal de informações;2
5170;5170;5170;283;19;Foi quem inventou a personagem;3
5172;5172;5172;283;23;Medo pra ser imunissado;1
5174;5174;5174;283;24;Assustadoras;3
5178;5178;5178;283;29;1986;3
5180;5180;5180;283;31;Por que ainda não tinha um nome;3
5182;5182;5182;283;33;Através de 2 gotas de polio uma doença;1
5184;5184;5184;283;35;Foi o mais votado;1
5199;5199;5199;284;1;"Zé Gotinha é um personagem brasileiro criado para as campanhas de vacinação contra o vírus da 
poliomielite com o objetivo de tornar o evento mais atraente para as crianças.";3
5208;5208;5208;284;2;O nome Zé Gotinha foi escolhido nacionalmente através de um concurso promovido pelo Ministério da Saúde com alunos de escolas de todo o Brasil. Assim, começou a divulgação da Campanha Nacional de Vacinação Contra a Poliomielite, nos jornais, TVs e rádio;1
5203;5203;5203;284;3;"O Zé Gotinha foi um personagem criado em 1986 pelo artista plástico Darlan Rosa para a 
campanha de vacinação contra o vírus dapoliomieliterealizada peloMinistério da Saúde. 
Seu principal objetivo era tornar ascampanhas de vacinação mais atraentes para as crianças.";2
5209;5209;5209;284;4;Assim, se um indivíduo é infectado, pode transmitir a doença para outros que também não foram imunizados. Graças à vacinação, houve uma queda drástica na incidência de doenças que costumavam matar milhares de pessoas todos os anos até a metade do século passado - como coqueluche, sarampo, poliomielite e rubéola. A  importância da vacinação (em;1
5211;5211;5211;284;8;Da vacina;1
5210;5210;5210;284;9;.;1
5212;5212;5212;284;10;.;1
5213;5213;5213;284;12;Zé gotinha e da Darlan e rosa;1
5214;5214;5214;284;14;.;1
5200;5200;5200;284;19;História. O mascote Zé Gotinha foi criado em 1986 pelo artista plástico Darlan Rosa a pedido do Ministério da  Saúde do Brasil, e lançado em dezembro de 1987, na gestão do ministro Luiz Carlos Borges da Silveira.;?
5201;5201;5201;284;23;...;1
5202;5202;5202;284;24;..;1
5204;5204;5204;284;29;Maria gotinha;1
5205;5205;5205;284;31;"Barriguinha Mole, mascote da Laticínios Acrelândia (Foto: ... O comercial, na verdade, foi 
produzido há mais de cinco anos a pedido de uma ..";1
5206;5206;5206;284;33;"É comum nos depararmos com os mascotes dos Jogos Olímpicos a cada quatro anos, 
que representam o país sede do evento. ... Miraitowa e Someity foram escolhidos como 
personagens-símbolos representantes das Olimpíadas e Paralímpiadas de Tóquio 2020, 
respectivamente, por meio de um concurso promovido pelo governo do Japão.";1
5207;5207;5207;284;35;"Seu principal objetivo era tornar ascampanhas de vacinação mais atraentes para as crianças. 
O nome Zé Gotinha foi escolhido nacionalmente através de um concurso promovido pelo Ministério 
da Saúde com alunos de escolas de todo o Brasil.";1
5215;5215;5215;285;1;Gotinha;1
5224;5224;5224;285;2;Quem ganhar ganhou;1
5219;5219;5219;285;3;Proteger as pessoas de vírus tomando vacina;2
5225;5225;5225;285;4;Por que você não pega vírus;2
5227;5227;5227;285;8;Hominização na água e na luz;1
5226;5226;5226;285;9;É visão geral;1
5228;5228;5228;285;10;Eu;1
5229;5229;5229;285;12;Eu;1
5230;5230;5230;285;14;Noa;1
5216;5216;5216;285;19;É ter muito cuidado como a convide 19;1
5217;5217;5217;285;23;Aemahr;1
5218;5218;5218;285;24;Era carinho;1
5220;5220;5220;285;29;Em 1986;3
